test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples,channel
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.270551957768506,7.290133605144883,0.4319178296146632,0.11124393544410749,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263527,7.580699051929288,40,40000,P2
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.843186367424922,6.929114679272668,0.38014576667191946,0.10239635126294122,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263527,7.580699051929288,40,40000,POz
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.615480370831605,8.241722011780109,0.26604773874541543,0.05418129494954804,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.121011005421005,7.85505168621362,0.26335423803807134,0.06559806093800069,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FC3
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.58982380330579,8.2515800927842,0.225719149139695,0.04866601316909225,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FC1
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.890888545546227,8.49351080885263,0.23132200314431403,0.04908711307547309,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FCz
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.555250046856427,8.225396206876654,0.2343260731186688,0.050814923329549844,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FC2
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.199020806673294,7.9328202035993005,0.26832553288432454,0.06666685735040245,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FC4
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,8.930718026360278,6.817036607102645,0.288187983405443,0.07226663479888717,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,C5
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.998152232684555,8.583585758303087,0.14445309595383354,0.0189691311761373,18.159324961182296,10.233157021438833,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,C1
